lead_id,created_date,source,community_interest,zone,property_type_interest,budget_range,nationality,lead_score,stage,response_time_hours,total_interactions,ai_assisted,assigned_agent,conversion_value_sar,last_activity_date,follow_up_scheduled
LEAD-000565,2025-04-30,Referral,Dar Al Salam,West,Apartment,2M-3M,Indian,45,Negotiation,14.7,10,True,Agent D,0.0,2025-12-31,True
LEAD-000566,2025-03-02,Call Center,Sedra,North,Apartment,1M-2M,American,30,Negotiation,1.5,9,True,Agent F,0.0,2025-12-22,True
LEAD-000567,2024-12-02,Website,Alarous,North,Townhouse,1M-2M,Indian,50,Proposal Sent,22.1,15,True,Agent B,0.0,2025-12-21,True
LEAD-000568,2025-04-06,Email Campaign,Sedra,North,Townhouse,3M-5M,Saudi,57,Negotiation,16.1,6,False,Agent A,0.0,2025-12-21,True
LEAD-000569,2025-09-10,Website,Warefa,North,Apartment,1M-2M,Egyptian,100,Won,8.2,13,True,Agent A,1543702.0,2025-12-15,False
LEAD-000570,2024-11-06,Social Media,Sedra,North,Penthouse,2M-3M,Egyptian,31,New,15.0,1,True,Agent E,0.0,2025-12-28,True
LEAD-000571,2025-09-19,Referral,Al Nargis,Central,Townhouse,3M-5M,Saudi,71,Qualified,2.4,6,True,Agent C,0.0,2025-12-20,False
LEAD-000572,2024-03-07,Website,Al Jawharah,East,Villa,500K-1M,Indian,22,Negotiation,9.8,11,True,Agent E,0.0,2025-12-27,True
LEAD-000573,2024-07-31,Partner Agency,Al Rimal,East,Villa,2M-3M,American,22,Contacted,7.8,2,True,Agent A,0.0,2025-12-21,True
LEAD-000574,2024-05-23,Referral,Al Ahlam,Central,Penthouse,3M-5M,Jordanian,85,Contacted,24.6,1,True,Agent F,0.0,2025-12-31,True
LEAD-000575,2025-10-11,Website,Al Jawharah,East,Penthouse,2M-3M,Saudi,46,Qualified,6.2,2,False,Agent A,0.0,2025-12-24,False
LEAD-000576,2024-03-07,Partner Agency,Al Bayan,South,Villa,1M-2M,Saudi,71,Contacted,0.9,3,False,Agent D,0.0,2025-12-19,True
LEAD-000577,2024-05-11,Call Center,Sedra,North,Villa,3M-5M,Saudi,27,Lost,1.6,16,True,Agent E,0.0,2024-11-06,False
LEAD-000578,2025-05-17,Email Campaign,Al Rimal,East,Apartment,3M-5M,Saudi,64,Contacted,5.5,1,True,Agent C,0.0,2025-12-24,False
LEAD-000579,2025-01-21,Exhibition,Warefa,North,Townhouse,2M-3M,Saudi,60,Won,14.5,9,False,Agent D,2745057.0,2025-02-05,False
LEAD-000580,2025-04-17,Call Center,Alarous,North,Apartment,10M+,Saudi,74,Proposal Sent,5.8,9,True,Agent D,0.0,2025-12-24,True
LEAD-000581,2025-02-24,Social Media,Sedra,North,Townhouse,1M-2M,Jordanian,21,Contacted,6.0,5,True,Agent A,0.0,2025-12-26,False
LEAD-000582,2025-04-26,Social Media,Al Nargis,Central,Apartment,3M-5M,Saudi,21,Lost,8.0,14,True,Agent A,0.0,2025-05-21,False
LEAD-000583,2025-10-22,Exhibition,Al Jawharah,East,Villa,2M-3M,Indian,91,Won,0.9,11,True,Agent E,2668685.0,2025-11-15,False
LEAD-000584,2025-11-19,Website,Alarous,North,Penthouse,1M-2M,Saudi,32,Contacted,18.5,5,True,Agent B,0.0,2025-12-19,True
LEAD-000585,2025-05-09,Social Media,Al Bayan,South,Apartment,1M-2M,American,48,New,12.2,3,True,Agent E,0.0,2025-12-21,True
LEAD-000586,2025-11-26,Referral,Al Jawharah,East,Apartment,1M-2M,Indian,44,Qualified,1.4,4,True,Agent E,0.0,2025-12-31,True
LEAD-000587,2025-07-11,Email Campaign,Alarous,North,Villa,1M-2M,Jordanian,10,Qualified,3.7,3,True,Agent A,0.0,2025-12-25,True
LEAD-000588,2025-07-14,Social Media,Warefa,North,Apartment,500K-1M,American,76,Won,2.5,13,True,Agent E,672696.0,2025-07-27,False
LEAD-000589,2025-04-15,Walk-in,Al Yasmin,Central,Villa,1M-2M,Indian,59,Proposal Sent,0.4,13,True,Agent C,0.0,2025-12-30,True
LEAD-000590,2024-06-02,Partner Agency,Sedra,North,Duplex,500K-1M,Saudi,50,Site Visit,7.9,8,True,Agent B,0.0,2025-12-21,True
LEAD-000591,2025-04-30,Exhibition,Al Rimal,East,Apartment,500K-1M,American,39,Qualified,22.4,5,False,Agent A,0.0,2025-12-28,False
LEAD-000592,2025-05-31,Exhibition,Dar Al Salam,West,Apartment,3M-5M,Pakistani,52,New,4.7,1,True,Agent F,0.0,2025-12-26,True
LEAD-000593,2024-06-13,Website,Al Ahlam,Central,Duplex,2M-3M,Other,64,New,16.6,1,False,Agent F,0.0,2025-12-25,True
LEAD-000594,2024-07-01,Referral,Al Fursan,West,Townhouse,500K-1M,Saudi,79,Negotiation,13.1,9,True,Agent D,0.0,2025-12-27,True
LEAD-000595,2024-08-10,Social Media,Warefa,North,Apartment,1M-2M,Pakistani,70,Qualified,14.0,2,True,Agent D,0.0,2025-12-26,True
LEAD-000596,2024-11-12,Walk-in,Al Jawharah,East,Penthouse,5M-10M,Saudi,59,Site Visit,2.5,7,False,Agent A,0.0,2025-12-30,True
LEAD-000597,2025-07-20,Call Center,Al Bayan,South,Townhouse,3M-5M,Saudi,26,New,0.8,1,False,Agent C,0.0,2025-12-19,True
LEAD-000598,2025-07-31,Walk-in,Al Nargis,Central,Penthouse,500K-1M,Other,22,Lost,0.1,14,True,Agent C,0.0,2025-12-09,False
LEAD-000599,2025-03-19,Email Campaign,Al Rimal,East,Apartment,3M-5M,Saudi,34,New,1.6,1,False,Agent E,0.0,2025-12-20,True
LEAD-000600,2025-11-01,Exhibition,Warefa,North,Villa,500K-1M,Saudi,30,Site Visit,3.5,6,False,Agent E,0.0,2025-12-21,True
LEAD-000601,2025-06-13,Social Media,Al Bayan,South,Apartment,2M-3M,American,9,Qualified,1.6,2,False,Agent F,0.0,2025-12-26,True
LEAD-000602,2024-06-23,Referral,Al Yasmin,Central,Duplex,3M-5M,Egyptian,35,Negotiation,1.7,8,False,Agent E,0.0,2025-12-29,False
LEAD-000603,2025-10-19,Website,Al Nargis,Central,Villa,2M-3M,Saudi,50,Contacted,10.2,5,True,Agent A,0.0,2025-12-21,True
LEAD-000604,2025-08-14,Website,Marafy,South,Apartment,1M-2M,Other,38,Qualified,0.5,2,False,Agent C,0.0,2025-12-25,False
LEAD-000605,2024-01-03,Walk-in,Warefa,North,Townhouse,1M-2M,UAE,95,Qualified,1.4,3,True,Agent E,0.0,2025-12-26,False
LEAD-000606,2024-07-25,Social Media,Al Yasmin,Central,Townhouse,1M-2M,Egyptian,44,Qualified,22.7,7,False,Agent A,0.0,2025-12-20,True
LEAD-000607,2024-06-11,Referral,Alarous,North,Apartment,3M-5M,Egyptian,63,Qualified,20.0,4,True,Agent C,0.0,2025-12-24,True
LEAD-000608,2024-07-13,Social Media,Al Bayan,South,Villa,1M-2M,Indian,85,Won,2.4,10,True,Agent C,1416349.0,2024-09-24,False
LEAD-000609,2025-10-02,Website,Al Yasmin,Central,Apartment,1M-2M,British,60,Site Visit,3.7,9,True,Agent E,0.0,2025-12-19,False
LEAD-000610,2025-12-19,Referral,Al Bayan,South,Apartment,2M-3M,Saudi,77,New,2.3,3,True,Agent F,0.0,2025-12-29,False
LEAD-000611,2024-07-26,Walk-in,Al Fursan,West,Duplex,1M-2M,Pakistani,34,Lost,4.6,16,True,Agent E,0.0,2025-01-06,False
LEAD-000612,2025-06-24,Social Media,Al Rimal,East,Villa,500K-1M,Saudi,45,Qualified,0.5,6,True,Agent F,0.0,2025-12-27,True
LEAD-000613,2024-03-31,Social Media,Al Nargis,Central,Townhouse,1M-2M,British,70,Contacted,13.9,1,False,Agent C,0.0,2025-12-30,True
LEAD-000614,2024-07-12,Social Media,Alarous,North,Townhouse,5M-10M,Saudi,79,Qualified,30.7,7,True,Agent D,0.0,2025-12-28,True
LEAD-000615,2024-03-28,Walk-in,Warefa,North,Penthouse,2M-3M,Indian,78,Won,1.3,10,True,Agent B,2667208.0,2024-04-26,False
LEAD-000616,2025-10-04,Social Media,Al Rimal,East,Townhouse,1M-2M,UAE,39,Site Visit,19.7,8,True,Agent B,0.0,2025-12-29,True
LEAD-000617,2024-08-08,Call Center,Al Yasmin,Central,Villa,1M-2M,American,52,Lost,0.6,14,True,Agent C,0.0,2024-09-16,False
LEAD-000618,2024-03-02,Call Center,Alarous,North,Townhouse,3M-5M,UAE,56,Lost,2.1,13,False,Agent C,0.0,2024-05-17,False
LEAD-000619,2024-05-15,Website,Al Jawharah,East,Townhouse,5M-10M,Saudi,20,Lost,2.0,12,True,Agent A,0.0,2024-06-06,False
LEAD-000620,2024-05-24,Website,Al Bayan,South,Townhouse,2M-3M,Pakistani,68,Qualified,11.3,6,True,Agent B,0.0,2025-12-19,False
LEAD-000621,2025-05-21,Website,Al Jawharah,East,Apartment,5M-10M,UAE,10,Lost,3.1,16,True,Agent E,0.0,2025-09-20,False
LEAD-000622,2024-08-08,Email Campaign,Dar Al Salam,West,Townhouse,5M-10M,UAE,50,Contacted,19.8,3,False,Agent A,0.0,2025-12-24,False
LEAD-000623,2025-10-29,Walk-in,Alarous,North,Townhouse,1M-2M,Jordanian,49,Proposal Sent,0.1,11,True,Agent D,0.0,2025-12-29,False
LEAD-000624,2025-08-07,Website,Al Ahlam,Central,Townhouse,1M-2M,Jordanian,56,Qualified,0.5,3,True,Agent B,0.0,2025-12-23,False
LEAD-000625,2024-11-02,Referral,Al Fursan,West,Apartment,10M+,UAE,66,Site Visit,39.8,7,True,Agent B,0.0,2025-12-22,True
LEAD-000626,2025-07-26,Walk-in,Al Ahlam,Central,Apartment,3M-5M,Saudi,85,Proposal Sent,0.6,9,False,Agent D,0.0,2025-12-24,False
LEAD-000627,2025-01-10,Exhibition,Alarous,North,Apartment,1M-2M,UAE,55,Qualified,5.7,2,True,Agent C,0.0,2025-12-18,True
LEAD-000628,2025-03-18,Walk-in,Al Fursan,West,Penthouse,2M-3M,Saudi,37,Contacted,2.6,4,True,Agent A,0.0,2025-12-25,True
LEAD-000629,2024-08-22,Website,Al Yasmin,Central,Townhouse,10M+,Egyptian,47,Qualified,0.5,2,True,Agent B,0.0,2025-12-27,True
LEAD-000630,2025-12-30,Social Media,Marafy,South,Apartment,1M-2M,Jordanian,63,New,13.1,1,True,Agent A,0.0,2025-12-31,True
LEAD-000631,2024-02-03,Call Center,Al Nargis,Central,Duplex,5M-10M,American,44,Contacted,2.3,5,False,Agent E,0.0,2025-12-22,False
LEAD-000632,2025-05-23,Website,Al Bayan,South,Villa,1M-2M,Saudi,57,Proposal Sent,6.6,11,True,Agent E,0.0,2025-12-25,False
LEAD-000633,2025-08-27,Website,Al Yasmin,Central,Apartment,3M-5M,Jordanian,59,Proposal Sent,0.5,9,True,Agent F,0.0,2025-12-27,True
LEAD-000634,2024-10-19,Referral,Alarous,North,Apartment,5M-10M,Other,96,Negotiation,47.6,8,True,Agent E,0.0,2025-12-24,True
LEAD-000635,2025-07-24,Exhibition,Al Fursan,West,Townhouse,2M-3M,Jordanian,87,Qualified,20.3,4,True,Agent E,0.0,2025-12-22,False
LEAD-000636,2025-11-18,Website,Marafy,South,Townhouse,1M-2M,Saudi,42,Site Visit,22.6,8,True,Agent B,0.0,2025-12-22,True
LEAD-000637,2024-09-11,Social Media,Al Nargis,Central,Apartment,500K-1M,Saudi,61,Negotiation,12.4,9,True,Agent A,0.0,2025-12-19,False
LEAD-000638,2024-05-16,Referral,Al Ahlam,Central,Villa,500K-1M,Saudi,54,Qualified,8.5,2,True,Agent B,0.0,2025-12-22,True
LEAD-000639,2024-05-25,Partner Agency,Al Fursan,West,Villa,5M-10M,Pakistani,59,Contacted,14.3,5,True,Agent F,0.0,2025-12-27,True
LEAD-000640,2024-12-04,Walk-in,Marafy,South,Duplex,5M-10M,Egyptian,88,Won,1.1,15,False,Agent D,8492173.0,2024-12-27,False
LEAD-000641,2024-12-06,Exhibition,Dar Al Salam,West,Villa,500K-1M,Saudi,70,Won,8.1,12,False,Agent F,715806.0,2025-01-22,False
LEAD-000642,2024-06-29,Referral,Dar Al Salam,West,Villa,3M-5M,Saudi,59,Negotiation,17.3,5,True,Agent D,0.0,2025-12-31,True
LEAD-000643,2025-12-26,Website,Al Nargis,Central,Apartment,2M-3M,Egyptian,13,New,8.3,1,True,Agent C,0.0,2025-12-30,True
LEAD-000644,2025-04-16,Walk-in,Al Fursan,West,Penthouse,2M-3M,Indian,43,Qualified,6.3,7,False,Agent C,0.0,2025-12-29,False
LEAD-000645,2024-04-21,Exhibition,Al Ahlam,Central,Townhouse,1M-2M,British,31,Won,22.5,10,True,Agent E,1369179.0,2024-09-09,False
LEAD-000646,2025-07-02,Website,Al Bayan,South,Villa,2M-3M,Saudi,43,Contacted,16.4,4,True,Agent D,0.0,2025-12-18,True
LEAD-000647,2024-01-26,Website,Dar Al Salam,West,Apartment,1M-2M,Indian,5,Contacted,4.9,2,False,Agent D,0.0,2025-12-18,False
LEAD-000648,2025-07-10,Walk-in,Al Jawharah,East,Villa,2M-3M,Saudi,48,Lost,2.0,13,False,Agent E,0.0,2025-09-10,False
LEAD-000649,2025-06-10,Walk-in,Alarous,North,Penthouse,1M-2M,Pakistani,86,Won,2.0,14,False,Agent E,1471550.0,2025-11-18,False
LEAD-000650,2024-06-23,Social Media,Al Ahlam,Central,Villa,500K-1M,Saudi,68,Negotiation,18.3,11,True,Agent E,0.0,2025-12-26,True
LEAD-000651,2025-06-04,Social Media,Al Nargis,Central,Apartment,3M-5M,Saudi,18,Contacted,19.9,3,True,Agent E,0.0,2025-12-19,False
LEAD-000652,2024-09-13,Email Campaign,Al Nargis,Central,Townhouse,500K-1M,Saudi,53,Site Visit,31.4,9,False,Agent C,0.0,2025-12-21,False
LEAD-000653,2025-01-07,Social Media,Marafy,South,Villa,1M-2M,Indian,69,Site Visit,3.5,9,False,Agent B,0.0,2025-12-29,True
LEAD-000654,2024-11-20,Website,Al Fursan,West,Townhouse,1M-2M,UAE,41,Qualified,18.2,5,False,Agent A,0.0,2025-12-25,True
LEAD-000655,2025-07-08,Exhibition,Al Jawharah,East,Villa,1M-2M,Saudi,80,Site Visit,23.5,8,True,Agent D,0.0,2025-12-26,False
LEAD-000656,2025-10-16,Social Media,Al Fursan,West,Villa,10M+,Other,48,Contacted,59.3,2,True,Agent B,0.0,2025-12-28,False
LEAD-000657,2024-04-02,Walk-in,Al Nargis,Central,Penthouse,3M-5M,American,100,Lost,4.6,12,True,Agent A,0.0,2024-06-27,False
LEAD-000658,2025-07-06,Social Media,Al Nargis,Central,Villa,1M-2M,Other,32,Negotiation,4.2,6,True,Agent B,0.0,2025-12-29,True
LEAD-000659,2025-09-03,Website,Sedra,North,Penthouse,500K-1M,Pakistani,53,Qualified,1.9,7,False,Agent E,0.0,2025-12-21,True
LEAD-000660,2024-11-26,Referral,Al Jawharah,East,Townhouse,2M-3M,Saudi,98,Won,25.4,12,True,Agent F,2640599.0,2025-03-17,False
LEAD-000661,2025-11-26,Walk-in,Al Nargis,Central,Townhouse,1M-2M,UAE,82,Site Visit,7.9,7,False,Agent E,0.0,2025-12-18,True
LEAD-000662,2025-01-19,Call Center,Al Fursan,West,Townhouse,3M-5M,Saudi,19,Lost,0.7,16,False,Agent B,0.0,2025-02-16,False
LEAD-000663,2025-04-21,Website,Alarous,North,Penthouse,3M-5M,Egyptian,80,Won,6.6,16,True,Agent E,4064188.0,2025-08-03,False
LEAD-000664,2024-04-29,Social Media,Al Bayan,South,Apartment,2M-3M,Indian,29,Qualified,7.8,4,False,Agent B,0.0,2025-12-22,False
LEAD-000665,2024-02-04,Email Campaign,Alarous,North,Villa,2M-3M,Jordanian,85,Site Visit,3.5,8,False,Agent D,0.0,2025-12-22,True
LEAD-000666,2025-05-30,Referral,Alarous,North,Villa,1M-2M,Saudi,70,Contacted,0.5,6,False,Agent C,0.0,2025-12-31,True
LEAD-000667,2024-01-28,Social Media,Al Ahlam,Central,Villa,1M-2M,Saudi,87,Negotiation,0.5,7,True,Agent A,0.0,2025-12-22,False
LEAD-000668,2025-12-12,Referral,Alarous,North,Townhouse,1M-2M,Jordanian,77,Negotiation,28.4,11,False,Agent F,0.0,2025-12-18,True
LEAD-000669,2025-09-04,Call Center,Al Fursan,West,Apartment,3M-5M,Pakistani,73,Proposal Sent,5.7,13,False,Agent C,0.0,2025-12-23,True
LEAD-000670,2025-10-25,Social Media,Al Fursan,West,Townhouse,1M-2M,British,58,Qualified,7.9,5,True,Agent C,0.0,2025-12-24,True
LEAD-000671,2025-09-14,Referral,Al Bayan,South,Villa,1M-2M,Pakistani,66,Proposal Sent,7.9,10,False,Agent C,0.0,2025-12-30,False
LEAD-000672,2025-05-16,Exhibition,Al Fursan,West,Duplex,5M-10M,Saudi,48,Qualified,0.5,3,False,Agent D,0.0,2025-12-23,True
LEAD-000673,2024-08-22,Call Center,Sedra,North,Villa,1M-2M,Egyptian,38,Site Visit,2.4,6,True,Agent E,0.0,2025-12-23,True
LEAD-000674,2024-09-26,Social Media,Al Rimal,East,Penthouse,1M-2M,Saudi,17,New,1.5,1,True,Agent C,0.0,2025-12-22,False
LEAD-000675,2024-09-29,Referral,Al Rimal,East,Apartment,2M-3M,UAE,65,Contacted,7.8,1,False,Agent F,0.0,2025-12-20,True
LEAD-000676,2025-01-08,Walk-in,Marafy,South,Villa,1M-2M,Egyptian,73,Negotiation,0.2,7,True,Agent D,0.0,2025-12-31,True
LEAD-000677,2025-02-23,Social Media,Alarous,North,Villa,2M-3M,Saudi,45,Qualified,9.2,2,False,Agent E,0.0,2025-12-29,True
LEAD-000678,2024-01-27,Website,Warefa,North,Duplex,500K-1M,Egyptian,65,New,10.2,1,False,Agent F,0.0,2025-12-19,False
LEAD-000679,2025-09-03,Exhibition,Alarous,North,Townhouse,10M+,Indian,70,Site Visit,1.9,5,False,Agent F,0.0,2025-12-18,False
LEAD-000680,2025-06-14,Walk-in,Al Jawharah,East,Townhouse,1M-2M,British,76,Won,3.6,14,True,Agent D,1567086.0,2025-09-15,False
LEAD-000681,2025-05-25,Website,Warefa,North,Villa,5M-10M,Saudi,54,Qualified,2.9,3,True,Agent B,0.0,2025-12-23,True
LEAD-000682,2024-01-16,Social Media,Marafy,South,Apartment,3M-5M,Saudi,44,Won,47.2,12,True,Agent D,3568054.0,2024-05-06,False
LEAD-000683,2024-07-18,Referral,Al Bayan,South,Townhouse,1M-2M,Saudi,75,Won,14.0,8,True,Agent F,1718886.0,2024-07-26,False
LEAD-000684,2024-12-25,Website,Al Ahlam,Central,Villa,500K-1M,Egyptian,75,Site Visit,10.2,7,True,Agent C,0.0,2025-12-27,True
LEAD-000685,2025-05-19,Website,Sedra,North,Villa,2M-3M,British,33,Qualified,15.6,4,True,Agent F,0.0,2025-12-30,True
LEAD-000686,2024-02-09,Website,Marafy,South,Townhouse,1M-2M,Egyptian,70,Lost,4.3,14,False,Agent F,0.0,2024-06-27,False
LEAD-000687,2024-12-16,Email Campaign,Al Rimal,East,Apartment,1M-2M,British,50,Qualified,4.7,4,True,Agent E,0.0,2025-12-30,True
LEAD-000688,2025-05-16,Social Media,Dar Al Salam,West,Townhouse,500K-1M,Jordanian,69,Proposal Sent,10.2,14,True,Agent A,0.0,2025-12-28,True
LEAD-000689,2024-11-16,Social Media,Al Nargis,Central,Villa,3M-5M,Indian,29,Contacted,17.1,5,False,Agent B,0.0,2025-12-21,True
LEAD-000690,2024-01-12,Walk-in,Alarous,North,Duplex,3M-5M,Jordanian,49,Qualified,1.3,3,True,Agent D,0.0,2025-12-27,True
LEAD-000691,2024-06-16,Website,Al Rimal,East,Villa,500K-1M,Saudi,66,Negotiation,9.1,9,True,Agent A,0.0,2025-12-21,True
LEAD-000692,2024-06-09,Social Media,Sedra,North,Villa,500K-1M,Saudi,24,Lost,8.0,16,True,Agent B,0.0,2024-08-11,False
LEAD-000693,2024-07-14,Call Center,Al Bayan,South,Villa,500K-1M,Saudi,57,New,1.5,1,True,Agent F,0.0,2025-12-31,False
LEAD-000694,2025-01-30,Website,Marafy,South,Townhouse,2M-3M,UAE,47,Site Visit,6.8,11,False,Agent B,0.0,2025-12-25,True
LEAD-000695,2025-07-19,Social Media,Al Bayan,South,Villa,1M-2M,Other,29,Site Visit,34.6,9,False,Agent D,0.0,2025-12-24,True
LEAD-000696,2025-12-06,Social Media,Al Fursan,West,Villa,500K-1M,American,40,Site Visit,5.5,10,False,Agent D,0.0,2025-12-25,True
LEAD-000697,2024-12-18,Website,Al Bayan,South,Apartment,3M-5M,Pakistani,83,Won,23.1,12,False,Agent C,4134590.0,2025-05-01,False
LEAD-000698,2024-05-03,Website,Al Ahlam,Central,Apartment,5M-10M,Saudi,77,Won,8.8,12,False,Agent F,8157007.0,2024-08-16,False
LEAD-000699,2024-06-15,Exhibition,Al Ahlam,Central,Townhouse,5M-10M,Pakistani,64,Qualified,14.6,1,False,Agent C,0.0,2025-12-31,True
LEAD-000700,2024-03-02,Social Media,Dar Al Salam,West,Duplex,5M-10M,American,100,Lost,6.0,14,False,Agent B,0.0,2024-06-28,False
LEAD-000701,2025-03-18,Walk-in,Al Bayan,South,Duplex,1M-2M,Pakistani,30,Proposal Sent,1.6,11,False,Agent B,0.0,2025-12-19,True
LEAD-000702,2024-12-25,Social Media,Al Rimal,East,Apartment,500K-1M,Saudi,27,Site Visit,0.8,10,False,Agent A,0.0,2025-12-22,True
LEAD-000703,2025-07-07,Call Center,Al Nargis,Central,Villa,500K-1M,Filipino,82,Proposal Sent,4.8,13,True,Agent C,0.0,2025-12-18,True
LEAD-000704,2025-11-30,Referral,Al Rimal,East,Penthouse,1M-2M,Saudi,45,Lost,0.5,13,True,Agent E,0.0,2025-12-26,False
LEAD-000705,2024-01-03,Referral,Alarous,North,Duplex,500K-1M,Saudi,55,Contacted,13.4,2,True,Agent C,0.0,2025-12-19,True
LEAD-000706,2024-03-29,Call Center,Al Nargis,Central,Villa,5M-10M,British,74,Lost,1.2,18,True,Agent F,0.0,2024-08-13,False
LEAD-000707,2025-01-03,Website,Warefa,North,Apartment,5M-10M,UAE,66,Proposal Sent,0.5,7,True,Agent C,0.0,2025-12-26,True
LEAD-000708,2024-06-16,Exhibition,Al Fursan,West,Villa,2M-3M,Egyptian,69,Lost,6.2,14,False,Agent D,0.0,2024-08-02,False
LEAD-000709,2025-02-12,Referral,Alarous,North,Apartment,1M-2M,Saudi,55,Site Visit,5.0,7,True,Agent D,0.0,2025-12-30,True
LEAD-000710,2024-02-04,Referral,Al Fursan,West,Townhouse,5M-10M,Egyptian,47,Qualified,0.5,4,True,Agent D,0.0,2025-12-19,False
LEAD-000711,2024-04-24,Exhibition,Al Ahlam,Central,Villa,3M-5M,Saudi,69,Proposal Sent,12.0,4,False,Agent C,0.0,2025-12-21,True
LEAD-000712,2024-11-20,Website,Warefa,North,Townhouse,2M-3M,Indian,79,Negotiation,4.1,7,True,Agent D,0.0,2025-12-26,False
LEAD-000713,2025-04-28,Partner Agency,Al Jawharah,East,Duplex,3M-5M,Indian,36,Site Visit,19.0,11,False,Agent B,0.0,2025-12-31,True
LEAD-000714,2025-05-16,Partner Agency,Al Ahlam,Central,Penthouse,5M-10M,Saudi,59,Won,8.4,9,False,Agent B,7485444.0,2025-06-13,False
LEAD-000715,2025-06-12,Social Media,Al Nargis,Central,Villa,1M-2M,Indian,67,Contacted,19.6,1,True,Agent C,0.0,2025-12-19,False
LEAD-000716,2025-10-19,Walk-in,Warefa,North,Duplex,2M-3M,Saudi,41,Lost,1.5,11,True,Agent E,0.0,2025-10-30,False
LEAD-000717,2024-08-08,Walk-in,Al Yasmin,Central,Apartment,3M-5M,Saudi,78,Proposal Sent,1.0,11,True,Agent C,0.0,2025-12-28,False
LEAD-000718,2024-02-26,Walk-in,Alarous,North,Villa,1M-2M,American,75,Qualified,3.9,5,False,Agent C,0.0,2025-12-25,False
LEAD-000719,2025-10-25,Website,Al Fursan,West,Townhouse,2M-3M,British,57,Proposal Sent,2.6,13,True,Agent E,0.0,2025-12-20,True
LEAD-000720,2024-10-08,Referral,Alarous,North,Townhouse,5M-10M,Saudi,37,Site Visit,25.1,9,False,Agent C,0.0,2025-12-19,True
LEAD-000721,2024-07-31,Partner Agency,Al Yasmin,Central,Apartment,500K-1M,Indian,69,Negotiation,1.7,7,True,Agent C,0.0,2025-12-22,True
LEAD-000722,2025-12-03,Social Media,Al Rimal,East,Villa,500K-1M,Saudi,52,New,14.5,1,True,Agent A,0.0,2025-12-22,True
LEAD-000723,2025-07-13,Website,Alarous,North,Apartment,500K-1M,British,19,Lost,0.5,17,False,Agent E,0.0,2025-12-22,False
LEAD-000724,2024-10-02,Call Center,Warefa,North,Duplex,1M-2M,Indian,84,Site Visit,0.3,8,True,Agent F,0.0,2025-12-30,False
LEAD-000725,2024-10-05,Email Campaign,Al Fursan,West,Duplex,3M-5M,Saudi,39,Site Visit,1.9,3,True,Agent D,0.0,2025-12-19,True
LEAD-000726,2025-02-12,Call Center,Dar Al Salam,West,Apartment,1M-2M,Indian,77,Lost,5.2,14,False,Agent E,0.0,2025-03-13,False
LEAD-000727,2024-01-16,Referral,Marafy,South,Villa,1M-2M,Saudi,99,Proposal Sent,1.0,13,True,Agent B,0.0,2025-12-29,True
LEAD-000728,2024-09-22,Website,Alarous,North,Villa,500K-1M,Saudi,52,Site Visit,4.2,1,False,Agent E,0.0,2025-12-26,False
LEAD-000729,2025-03-28,Referral,Al Ahlam,Central,Townhouse,10M+,Saudi,100,Won,31.7,13,True,Agent F,13557504.0,2025-06-20,False
LEAD-000730,2025-03-09,Website,Alarous,North,Villa,2M-3M,Egyptian,54,Site Visit,2.5,6,True,Agent B,0.0,2025-12-31,True
LEAD-000731,2025-09-19,Social Media,Al Fursan,West,Duplex,3M-5M,Saudi,38,Lost,2.3,10,True,Agent B,0.0,2025-12-21,False
LEAD-000732,2024-02-27,Partner Agency,Alarous,North,Villa,500K-1M,Jordanian,69,Contacted,0.9,6,True,Agent D,0.0,2025-12-20,True
LEAD-000733,2024-07-06,Website,Al Bayan,South,Townhouse,2M-3M,British,55,Qualified,4.5,3,False,Agent E,0.0,2025-12-19,True
LEAD-000734,2025-04-12,Referral,Al Yasmin,Central,Apartment,5M-10M,British,44,Negotiation,14.9,9,True,Agent B,0.0,2025-12-22,False
LEAD-000735,2024-07-11,Call Center,Warefa,North,Penthouse,1M-2M,Saudi,28,Negotiation,0.3,11,True,Agent C,0.0,2025-12-22,False
LEAD-000736,2025-04-08,Referral,Al Jawharah,East,Villa,1M-2M,UAE,65,Site Visit,17.5,5,False,Agent B,0.0,2025-12-24,True
LEAD-000737,2024-08-24,Website,Al Rimal,East,Villa,500K-1M,Saudi,50,Proposal Sent,3.1,12,True,Agent A,0.0,2025-12-27,False
LEAD-000738,2025-07-16,Website,Al Bayan,South,Apartment,3M-5M,Saudi,57,Proposal Sent,2.5,11,True,Agent C,0.0,2025-12-23,False
LEAD-000739,2025-02-19,Social Media,Al Ahlam,Central,Villa,10M+,Other,69,Qualified,29.4,6,True,Agent E,0.0,2025-12-29,False
LEAD-000740,2025-03-01,Social Media,Warefa,North,Apartment,1M-2M,Indian,50,Contacted,6.5,1,False,Agent E,0.0,2025-12-25,True
LEAD-000741,2024-12-18,Website,Al Rimal,East,Apartment,5M-10M,UAE,57,Site Visit,24.5,7,True,Agent F,0.0,2025-12-31,False
LEAD-000742,2024-02-13,Website,Al Fursan,West,Townhouse,2M-3M,Egyptian,71,Site Visit,6.6,9,True,Agent D,0.0,2025-12-18,True
LEAD-000743,2025-02-07,Social Media,Al Bayan,South,Apartment,500K-1M,Filipino,5,Contacted,0.5,1,True,Agent C,0.0,2025-12-18,True
